,epoch_cka,eval_accuracy_cka,eval_combined_score_cka,eval_f1_cka,eval_loss_cka,eval_runtime_cka,eval_samples_per_second_cka,eval_steps_per_second_cka,step_cka,epoch_kd,eval_accuracy_kd,eval_combined_score_kd,eval_f1_kd,eval_loss_kd,eval_runtime_kd,eval_samples_per_second_kd,eval_steps_per_second_kd,step_kd
0,1.0,0.7622549019607843,0.8056997682432226,0.849144634525661,0.5823390483856201,5.0852,80.234,10.029,58,1.0,0.7647058823529411,0.8054298642533937,0.8461538461538463,1.1938077211380005,3.7307,109.363,13.67,29
1,2.0,0.8063725490196079,0.8378970183114569,0.869421487603306,0.49025648832321167,5.0558,80.699,10.087,116,2.0,0.7990196078431373,0.8280812324929973,0.8571428571428572,1.0754612684249878,3.7424,109.02,13.628,58
2,3.0,0.7990196078431373,0.8325163398692811,0.8660130718954249,0.4557819366455078,5.0549,80.713,10.089,174,3.0,0.8014705882352942,0.8282844891087024,0.8550983899821109,0.9983095526695251,3.7569,108.599,13.575,87
3,4.0,0.8137254901960784,0.8435294117647059,0.8733333333333333,0.44344887137413025,5.0718,80.445,10.056,232,4.0,0.8259803921568627,0.8525131943748538,0.8790459965928449,0.8607116937637329,3.7647,108.376,13.547,116
4,5.0,0.8088235294117647,0.8402670278637772,0.8717105263157895,0.4716034233570099,5.0679,80.507,10.063,290,5.0,0.8137254901960784,0.8401960784313726,0.8666666666666667,0.889531135559082,3.768,108.281,13.535,145
5,6.0,0.8112745098039216,0.8426257982734829,0.8739770867430443,0.4809383451938629,5.0474,80.834,10.104,348,6.0,0.8431372549019608,0.8671468587434974,0.891156462585034,0.8160681128501892,3.7674,108.299,13.537,174
